disease,text
eczema,Symptoms include patches of skin that are rough and scaly at on the hands and fingers. The individual feels self-conscious and embarrassed about visible patches — the eczema is severe and persistent and may be triggered by hot showers or harsh cleansers.
eczema,The patient has blistering or weeping lesions in acute flares located on the trunk and limbs; the person feels the skin is tight and raw after scratching. The condition is mild and intermittent and often flares after contact with irritants or chemicals.
eczema,On the wrists and ankles show patches of skin that are rough and scaly; patient notes they feels restless and loses sleep due to the itch. This is typically mild and intermittent and may be triggered by hot showers or harsh cleansers.
eczema,"Presentation: intensely itchy, dry and scaly patches of skin on in skin creases and folds. Patient notices intense pruritus that triggers scratching. Course: variable, with periods of calm and sudden flare-ups; commonly often worse in dry or cold weather."
eczema,"The patient has skin that flakes, crusts, or forms scabs located around the eyes and eyelids; the person experiences social discomfort and reduced quality of life. The condition is variable, with periods of calm and sudden flare-ups and often flares after contact with irritants or chemicals."
eczema,"Symptoms include thickened, leathery skin from repeated scratching at on the wrists and ankles. The individual feels the skin is tight and raw after scratching — the eczema is moderate with frequent flares and can be aggravated by certain fabrics like wool."
eczema,"Presentation: faintly discolored patches that are darker or lighter than surrounding skin on on the hands and fingers. Patient feels unbearably itchy, especially at night. Course: chronic, requiring ongoing moisturization and care; commonly sometimes worsened by sweating or heat."
eczema,"The patient has blistering or weeping lesions in acute flares located in skin creases and folds; the person feels unbearably itchy, especially at night. The condition is chronic, requiring ongoing moisturization and care and may be triggered by hot showers or harsh cleansers."
eczema,"Symptoms include thickened, leathery skin from repeated scratching at on the hands and fingers. The individual notices intense pruritus that triggers scratching — the eczema is mild and intermittent and may flare with stress or lack of sleep."
eczema,"Symptoms include blistering or weeping lesions in acute flares at in skin creases and folds. The individual has pain and tenderness from cracks and fissures — the eczema is variable, with periods of calm and sudden flare-ups and often flares after contact with irritants or chemicals."
eczema,"Presentation: thickened, leathery skin from repeated scratching on on the palms and soles. Patient feels the skin is tight and raw after scratching. Course: moderate with frequent flares; commonly may be triggered by hot showers or harsh cleansers."
eczema,"Symptoms include clusters of small, itchy bumps that may become raw at in skin creases and folds. The individual feels self-conscious and embarrassed about visible patches — the eczema is mild and intermittent and can be aggravated by certain fabrics like wool."
